TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2015,4,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245011,5457784.57971
Other Theft,2015,2,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245011,5457784.57971
Theft from Vehicle,2015,4,8XX AVISON WAY,Stanley Park,490530.956583,5460905.92687
Mischief,2015,10,8XX E 26TH AVE,Kensington-Cedar Cottage,493739.911206,5454972.31119
Mischief,2015,7,8XX E 26TH AVE,Kensington-Cedar Cottage,493656.438995,5454973.9098
Theft from Vehicle,2015,4,8XX AVISON WAY,Stanley Park,490530.956583,5460905.92687
Theft from Vehicle,2015,1,8XX AVISON WAY,Stanley Park,490530.956583,5460905.92687
Theft from Vehicle,2015,1,8XX AVISON WAY,Stanley Park,490530.956583,5460905.92687
Theft from Vehicle,2015,9,28XX TRINITY ST,Hastings-Sunrise,496614.75561000005,5459657.99445
Other Theft,2015,10,26XX MANITOBA ST,Mount Pleasant,492226.787772,5456552.7934300015
Other Theft,2015,7,26XX NANAIMO ST,Renfrew-Collingwood,495887.69881,5456469.92408
Other Theft,2015,3,3XX CAMBIE ST,Central Business District,492050.750095,5458961.6873900015
Other Theft,2015,3,1XX E HASTINGS ST,Central Business District,492674.88703900005,5458735.30393
Other Theft,2015,7,14XX OLD BRIDGE ST,Fairview,490228.894886,5457557.19173
Mischief,2015,5,8XX E 14TH AVE,Mount Pleasant,493725.53259399993,5456122.81092
Other Theft,2015,2,14XX W 39TH AVE,Shaughnessy,489969.063038,5453726.085
Other Theft,2015,1,5XX RICHARDS ST,Central Business District,491789.201911,5458959.70592
Other Theft,2015,6,5XX RICHARDS ST,Central Business District,491789.201911,5458959.70592
Theft of Vehicle,2015,9,44XX W 12TH AVE,West Point Grey,484836.011401,5456606.89365
Mischief,2015,7,8XX E 12TH AVE,Mount Pleasant,493740.0529890001,5456335.72395
Other Theft,2015,12,5XX RICHARDS ST,Central Business District,491789.201911,5458959.70592
Other Theft,2015,5,1XX E HASTINGS ST,Central Business District,492674.88703900005,5458735.30393
Mischief,2015,9,8XX DENMAN ST,West End,490101.601196,5459826.23176
Mischief,2015,6,8XX DENMAN ST,West End,490101.601196,5459826.23176
Mischief,2015,1,8XX DENMAN ST,West End,490078.6341520001,5459802.87043
Mischief,2015,6,8XX DENMAN ST,West End,490062.237942,5459785.94592
Mischief,2015,3,8XX DENMAN ST,West End,490056.682166,5459766.81123
Other Theft,2015,10,26XX NAPIER ST,Hastings-Sunrise,496295.742975,5458020.7002099985
Other Theft,2015,5,1XX E HASTINGS ST,Central Business District,492678.632794,5458744.32822
Break and Enter Residential/Other,2015,6,12XX W 39TH AVE,Shaughnessy,490213.487341,5453706.49551
Theft from Vehicle,2015,8,17XX HARO ST,West End,490128.268841,5459741.8649
Theft from Vehicle,2015,9,28XX TRIUMPH ST,Hastings-Sunrise,496657.428332,5459010.37194
Break and Enter Residential/Other,2015,3,12XX W 39TH AVE,Shaughnessy,490295.591927,5453702.27076
Mischief,2015,12,8XX DAVIE ST,Central Business District,490743.35920600005,5458357.87372
Theft from Vehicle,2015,9,17XX HARO ST,West End,490128.268841,5459741.8649
Theft from Vehicle,2015,11,17XX HARO ST,West End,490128.268841,5459741.8649
Theft from Vehicle,2015,11,17XX HARO ST,West End,490128.268841,5459741.8649
Mischief,2015,12,8XX COMMERCIAL DR,Grandview-Woodland,494879.292449,5458229.576230002
Theft from Vehicle,2015,8,28XX TURNER ST,Hastings-Sunrise,496613.18015,5458479.2325800015
Theft from Vehicle,2015,8,28XX TURNER ST,Hastings-Sunrise,496613.18015,5458479.2325800015
Theft from Vehicle,2015,11,28XX TURNER ST,Hastings-Sunrise,496613.18015,5458479.2325800015
Break and Enter Residential/Other,2015,3,12XX W 41ST AVE,Shaughnessy,490201.783521,5453500.81016
Theft from Vehicle,2015,2,28XX TURNER ST,Hastings-Sunrise,496780.267462,5458479.20086
Theft from Vehicle,2015,8,17XX HARO ST,West End,490136.828802,5459720.77446
Other Theft,2015,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Mischief,2015,4,8XX CARDERO ST,West End,490380.178852,5459631.16577
Mischief,2015,3,8XX CAMBIE ST,Central Business District,491613.823017,5458359.84395
Mischief,2015,9,8XX CAMBIE ST,Central Business District,491607.431599,5458366.383280002
Mischief,2015,7,8XX CAMBIE ST,Central Business District,491607.431599,5458366.383280002
Other Theft,2015,6,3XX WATER ST,Central Business District,491947.956347,5459112.69161
Theft from Vehicle,2015,11,28XX VICTORIA DR,Kensington-Cedar Cottage,495196.659931,5456298.27534
Other Theft,2015,9,1XX E HASTINGS ST,Central Business District,492685.210846,5458734.959969998
Mischief,2015,5,8XX CAMBIE ST,Central Business District,491605.128984,5458351.34656
Theft of Vehicle,2015,7,45XX BELLEVUE DR,West Point Grey,484686.05678100005,5457626.128219998
Theft from Vehicle,2015,6,28XX VICTORIA DR,Kensington-Cedar Cottage,495205.365255,5456261.762630002
Mischief,2015,10,8XX CAMBIE ST,Central Business District,491592.087936,5458338.60049
Other Theft,2015,10,1XX E HASTINGS ST,Central Business District,492685.210846,5458734.959969998
Break and Enter Residential/Other,2015,11,12XX W 46TH AVE,Oakridge,490187.048033,5452983.32758
Break and Enter Residential/Other,2015,12,12XX W 47TH AVE,Oakridge,490217.375809,5452882.22275
Theft from Vehicle,2015,4,28XX VICTORIA DR,Kensington-Cedar Cottage,495205.890894,5456305.44585
Other Theft,2015,8,3XX W WATERFRONT RD,Central Business District,492204.259347,5459202.2886
Mischief,2015,9,8XX BUTE ST,West End,490766.3811,5459247.60836
Break and Enter Residential/Other,2015,3,12XX W 54TH AVE,Oakridge,490220.569015,5452106.41701
Mischief,2015,6,8XX BUTE ST,West End,490754.52704,5459236.75416
Other Theft,2015,2,1XX E HASTINGS ST,Central Business District,492688.956607,5458743.98426
Break and Enter Residential/Other,2015,10,12XX W 58TH AVE,Marpole,490280.757348,5451724.03237
Break and Enter Residential/Other,2015,12,12XX W 64TH AVE,Marpole,490302.270105,5451151.54435
Other Theft,2015,7,3XX W PENDER ST,Central Business District,491923.53042299993,5458824.777969998
Mischief,2015,8,8XX BUTE ST,West End,490620.717248,5459122.1325900005
Mischief,2015,12,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Mischief,2015,11,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Mischief,2015,10,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Mischief,2015,10,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Mischief,2015,8,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Mischief,2015,8,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Other Theft,2015,7,3XX W PENDER ST,Central Business District,491923.53042299993,5458824.777969998
Mischief,2015,5,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Mischief,2015,2,8XX BURRARD ST,Central Business District,491066.193182,5458945.81156
Other Theft,2015,3,3XX W PENDER ST,Central Business District,491923.53042299993,5458824.777969998
Other Theft,2015,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Theft from Vehicle,2015,4,12XX CYPRESS ST,Kitsilano,489260.962668,5458069.22956
Other Theft,2015,4,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2015,7,56XX STANLEY PARK DR,Stanley Park,489604.01203900005,5462178.68539
Other Theft,2015,8,56XX STANLEY PARK DR,Stanley Park,489604.01203900005,5462178.68539
Break and Enter Residential/Other,2015,9,12XX W 8TH AVE,Fairview,490367.840039,5456862.69912
Other Theft,2015,9,56XX STANLEY PARK DR,Stanley Park,489604.01203900005,5462178.68539
Break and Enter Residential/Other,2015,9,12XX W GEORGIA ST,Central Business District,490844.361936,5459431.3444
Theft from Vehicle,2015,7,14XX FRANCES ST,Grandview-Woodland,494579.54875600006,5458517.99923
Break and Enter Residential/Other,2015,6,12XX W HASTINGS ST,Central Business District,491050.13441000006,5459583.50137
Other Theft,2015,3,5XX ROBSON ST,Central Business District,491364.863474,5458658.27383
Other Theft,2015,6,5XX ROBSON ST,Central Business District,491364.863474,5458658.27383
Theft from Vehicle,2015,3,12XX COTTON DR,Grandview-Woodland,494805.83514,5457906.998930002
Other Theft,2015,12,1XX E HASTINGS ST,Central Business District,492702.721679,5458743.52563
Other Theft,2015,12,4XX MAIN ST,Central Business District,492745.167697,5458732.0569
Break and Enter Residential/Other,2015,2,12XX WOLFE AVE,Shaughnessy,490285.183136,5456113.39931
Theft from Vehicle,2015,7,17XX HARO ST,West End,490179.507211,5459679.23869
Break and Enter Residential/Other,2015,6,12XX WOLFE AVE,Shaughnessy,490353.92083500006,5456077.50895
Break and Enter Residential/Other,2015,8,12XX WOLFE AVE,Shaughnessy,490353.92083500006,5456077.50895
Mischief,2015,12,8XX BURRARD ST,Central Business District,491012.054669,5458891.9628800005
Break and Enter Residential/Other,2015,10,12XX WOODLAND DR,Grandview-Woodland,494655.76689,5457904.21875
Break and Enter Residential/Other,2015,11,13XX ADANAC ST,Grandview-Woodland,494415.250453,5458321.33928
Break and Enter Residential/Other,2015,8,13XX ALBERNI ST,West End,490667.2323020001,5459516.38803
Other Theft,2015,12,14XX W 14TH AVE,Fairview,490074.99572700006,5456238.67627
Other Theft,2015,2,14XX NANTON AVE,Shaughnessy,489892.728338,5454964.56333
Theft from Vehicle,2015,5,28XX W 15TH AVE,Kitsilano,487621.858203,5456223.13373
Other Theft,2015,8,30XX MAIN ST,Mount Pleasant,492645.652598,5456180.9956
Other Theft,2015,10,16XX E 10TH AVE,Kensington-Cedar Cottage,494784.23872,5456522.04171
Break and Enter Residential/Other,2015,12,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
Break and Enter Residential/Other,2015,12,13XX ARBUTUS ST,Kitsilano,488908.607886,5457935.01148
Other Theft,2015,3,29XX SLOCAN ST,Renfrew-Collingwood,496398.415175,5456075.31838
Other Theft,2015,11,14XX MCRAE AVE,Shaughnessy,489969.47521000006,5456052.17821
Theft from Vehicle,2015,10,28XX W 15TH AVE,Kitsilano,487745.240998,5456220.01833
Break and Enter Residential/Other,2015,5,13XX BARCLAY ST,West End,490477.057985,5459243.66044
Theft from Vehicle,2015,11,13XX HARO ST,West End,490563.200187,5459298.43152
Break and Enter Residential/Other,2015,8,13XX BUTE ST,West End,490171.758917,5458654.15874
Break and Enter Residential/Other,2015,3,13XX CHESTNUT ST,Kitsilano,489355.760021,5457952.84186
Break and Enter Residential/Other,2015,12,13XX CHESTNUT ST,Kitsilano,489356.414483,5457965.30301
Other Theft,2015,7,12XX NICOLA ST,West End,489903.791837,5458982.709480002
Other Theft,2015,5,12XX NICOLA ST,West End,489898.287932,5458990.12517
Other Theft,2015,11,12XX NICOLA ST,West End,489885.386447,5458964.5387900015
Other Theft,2015,8,12XX NELSON ST,West End,490526.933115,5459034.12983
Other Theft,2015,3,37XX CLARK DR,Kensington-Cedar Cottage,494328.073286,5455405.6647
Break and Enter Residential/Other,2015,12,13XX COMOX ST,West End,490287.199967,5459105.42032
Theft from Vehicle,2015,1,28XX W 17TH AVE,Arbutus Ridge,487665.22756,5456055.27209
Break and Enter Residential/Other,2015,12,13XX CYPRESS ST,Kitsilano,489258.086959,5457961.69716
Other Theft,2015,6,37XX CLARK DR,Kensington-Cedar Cottage,494328.073286,5455405.6647
Other Theft,2015,3,29XX SLOCAN ST,Renfrew-Collingwood,496398.415175,5456075.31838
Other Theft,2015,2,37XX COLUMBIA ST,Riley Park,492006.304876,5455383.67261
Break and Enter Residential/Other,2015,10,13XX DOGWOOD AVE,Oakridge,490041.449734,5452311.06706
Break and Enter Residential/Other,2015,2,13XX DOGWOOD AVE,Oakridge,490098.722873,5452309.6369900005
Other Theft,2015,12,12XX NELSON ST,West End,490504.522147,5459056.76901
Other Theft,2015,3,29XX SLOCAN ST,Renfrew-Collingwood,496398.415175,5456075.31838
Other Theft,2015,2,29XX SLOCAN ST,Renfrew-Collingwood,496398.415175,5456075.31838
Other Theft,2015,2,29XX SLOCAN ST,Renfrew-Collingwood,496398.415175,5456075.31838
Other Theft,2015,10,4XX MAIN ST,Central Business District,492745.167697,5458732.0569
Other Theft,2015,3,12XX NANAIMO ST,Grandview-Woodland,495879.773901,5457887.4729
Other Theft,2015,11,12XX MELVILLE ST,Central Business District,490959.670888,5459465.94985
Other Theft,2015,6,4XX W PENDER ST,Central Business District,491853.405536,5458896.55889
Other Theft,2015,11,4XX W PENDER ST,Central Business District,491853.405536,5458896.55889
Other Theft,2015,8,29XX RENFREW ST,Renfrew-Collingwood,496765.606026,5456110.7471699985
Break and Enter Residential/Other,2015,2,13XX E 13TH AVE,Kensington-Cedar Cottage,494493.516912,5456225.12791
Theft from Vehicle,2015,2,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,2,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,2,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,3,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft of Vehicle,2015,8,45XX NANAIMO ST,Renfrew-Collingwood,495878.952518,5454523.8044
Other Theft,2015,7,29XX QUEBEC ST,Mount Pleasant,492498.971676,5456275.98155
Break and Enter Residential/Other,2015,10,13XX E 15TH AVE,Mount Pleasant,494418.972041,5455984.10094
Theft from Vehicle,2015,10,28XX W 21ST AVE,Arbutus Ridge,487713.365073,5455678.9545800015
Other Theft,2015,7,29XX QUEBEC ST,Mount Pleasant,492498.971676,5456275.98155
Break and Enter Residential/Other,2015,5,13XX E 16TH AVE,Kensington-Cedar Cottage,494458.096971,5455937.9362
Theft from Vehicle,2015,6,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,6,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,8,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,8,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,8,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Break and Enter Residential/Other,2015,6,13XX E 18TH AVE,Kensington-Cedar Cottage,494408.417933,5455737.125080002
Other Theft,2015,11,37XX KNIGHT ST,Kensington-Cedar Cottage,494474.015898,5455437.64214
Theft from Vehicle,2015,9,5XX RICHARDS ST,Central Business District,491770.04788,5458940.4551599985
Theft from Vehicle,2015,9,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft of Vehicle,2015,9,45XX OAK ST,South Cambie,490713.836064,5454739.5944099985
Break and Enter Residential/Other,2015,1,13XX E 23RD AVE,Kensington-Cedar Cottage,494347.4887310001,5455237.10982
Break and Enter Residential/Other,2015,1,13XX E 24TH AVE,Kensington-Cedar Cottage,494357.990121,5455135.50024
Theft from Vehicle,2015,10,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,10,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Break and Enter Residential/Other,2015,3,13XX E 26TH AVE,Kensington-Cedar Cottage,494317.09294,5454970.35406
Theft from Vehicle,2015,3,5XX RICHARDS ST,Central Business District,491769.950496,5458953.32157
Theft from Vehicle,2015,4,5XX RICHARDS ST,Central Business District,491767.919656,5458938.31619
Theft from Vehicle,2015,10,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft of Vehicle,2015,3,45XX PICTON ST,Renfrew-Collingwood,497115.190757,5454571.12649
Break and Enter Residential/Other,2015,6,13XX E 27TH AVE,Kensington-Cedar Cottage,494350.351478,5454861.20564
Theft from Vehicle,2015,11,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.895533,5458315.77037
Theft from Vehicle,2015,11,5XX RICHARDS ST,Central Business District,491757.181142,5458940.48773
Other Theft,2015,9,29XX ONTARIO ST,Mount Pleasant,492349.439263,5456234.94372
Theft from Vehicle,2015,11,28XX W 29TH AVE,Arbutus Ridge,487657.577117,5454834.855330002
Theft from Vehicle,2015,10,5XX RICHARDS ST,Central Business District,491757.181142,5458940.48773
Other Theft,2015,9,1XX E HASTINGS ST,Central Business District,492723.36930600007,5458742.8377
Other Theft,2015,7,29XX ONTARIO ST,Mount Pleasant,492349.439263,5456234.94372
Other Theft,2015,1,29XX NOOTKA ST,Renfrew-Collingwood,496968.023321,5456097.17237
Other Theft,2015,1,1XX E HASTINGS ST,Central Business District,492740.575649,5458742.26442
Break and Enter Residential/Other,2015,6,13XX E 34TH AVE,Kensington-Cedar Cottage,494265.983879,5454068.36134
Break and Enter Residential/Other,2015,6,13XX E 35TH AVE,Kensington-Cedar Cottage,494372.574596,5453972.31673
Other Theft,2015,1,1XX E KING EDWARD AVE,Riley Park,492503.28741800005,5455124.28349
Theft from Vehicle,2015,11,12XX COMOX ST,West End,490446.006276,5458948.71554
Other Theft,2015,1,29XX MAIN ST,Mount Pleasant,492647.597462,5456282.30145
Theft from Vehicle,2015,6,12XX COMOX ST,West End,490437.97201400006,5458969.54837
Break and Enter Residential/Other,2015,7,13XX E 35TH AVE,Kensington-Cedar Cottage,494391.450914,5453971.9579300005
Other Theft,2015,2,29XX MAIN ST,Mount Pleasant,492647.56477,5456280.441319998
Other Theft,2015,1,29XX MAIN ST,Mount Pleasant,492647.56477,5456280.441319998
Theft from Vehicle,2015,7,HEMLOCK ST / W 10TH AVE,Fairview,490094.706741,5456656.39389
Other Theft,2015,1,29XX MAIN ST,Mount Pleasant,492647.56477,5456280.441319998
Theft from Vehicle,2015,1,14XX WOODLAND DR,Grandview-Woodland,494660.64061000006,5457710.54578
Other Theft,2015,12,3XX W PENDER ST,Central Business District,491906.872512,5458854.86741
Break and Enter Residential/Other,2015,11,13XX E 49TH AVE,Sunset,494228.771193,5452511.20231
Other Theft,2015,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Theft from Vehicle,2015,4,28XX W 32ND AVE,Arbutus Ridge,487743.64254300005,5454514.9836
Other Theft,2015,1,37XX OAK ST,South Cambie,490731.197491,5455495.60681
Break and Enter Residential/Other,2015,5,13XX E 57TH AVE,Sunset,494224.19322,5451704.88628
Other Theft,2015,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Other Theft,2015,7,37XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493623.598349,5455417.82273
Other Theft,2015,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Other Theft,2015,3,1XX E PENDER ST,Central Business District,492571.007758,5458632.27252
Theft from Vehicle,2015,1,HEMLOCK ST / W 12TH AVE,Fairview,490089.384197,5456452.22749
Theft from Vehicle,2015,3,28XX W 33RD AVE,Arbutus Ridge,487658.196075,5454412.63073
Theft from Vehicle,2015,10,28XX W 33RD AVE,Arbutus Ridge,487727.769262,5454401.20794
Other Theft,2015,11,29XX MAIN ST,Mount Pleasant,492647.20516499993,5456259.97986
Theft from Vehicle,2015,1,28XX W 33RD AVE,Arbutus Ridge,487767.262066,5454399.91718
Theft from Vehicle,2015,11,12XX COMOX ST,West End,490396.628692,5459010.512
Theft from Vehicle,2015,3,17XX KASLO ST,Hastings-Sunrise,496589.368811,5457399.27087
Other Theft,2015,3,29XX MAIN ST,Mount Pleasant,492646.616721,5456226.49747
Other Theft,2015,12,37XX QUEBEC ST,Riley Park,492516.402617,5455398.77721
Other Theft,2015,4,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
